STATION,POINT ID,DATE,PH,NA,NO3 and NO2,PO4,NH4,SO4,NH4
A2R001Q01,90240,24/08/2005,8.076,44.569,1.658,0.022,0.1,0.4783,0.0056
A2R001Q01,90240,24/08/2005,8.184,46.296,1.55,0.027,0.097,0.4254,0.0054
A2R001Q01,90240,24/08/2005,8.003,45.51,1.979,0.053,0.111,0.4324,0.0062
A2R001Q01,90240,24/08/2005,8.221,46.177,1.832,0.024,0.047,0.4079,0.0026
A2R001Q01,90240,24/08/2005,8.067,44.421,2.045,0.03,0.09,0.4563,0.005
A2R001Q01,90240,24/08/2005,8.011,44.382,2.019,0.026,0.064,0.4707,0.0036
A2R001Q01,90240,24/08/2005,7.872,45.27,2.062,0.038,0.064,0.5078,0.0036
A2R001Q01,90240,07/09/2005,8.268,42.89,2.206,0.046,0.049,0.4777,0.0027
A2R001Q01,90240,07/09/2005,8.096,44.581,0.397,0.063,0.107,0.5272,0.0059
A2R001Q01,90240,07/09/2005,8.157,42.51,2.078,0.039,0.087,0.5081,0.0048
A2R001Q01,90240,07/09/2005,8.169,43.03,2.067,0.033,0.043,0.5001,0.0024
A2R001Q01,90240,07/09/2005,8.196,42.06,2.08,0.054,0.071,0.4926,0.0039
A2R001Q01,90240,07/09/2005,8.136,42.693,2.035,0.076,0.051,0.5049,0.0028
A2R001Q01,90240,07/09/2005,7.971,42.445,1.948,0.048,0.065,0.4958,0.0036
A2R001Q01,90240,07/09/2005,8.053,43.584,2.082,0.035,0.058,0.4532,0.0032
A2R001Q01,90240,21/09/2005,8.247,46.53,2.015,0.034,0.041,0.6781,0.0023
A2R001Q01,90240,21/09/2005,8.202,45.89,2.009,0.047,0.045,0.5429,0.0025
A2R001Q01,90240,21/09/2005,8.274,48.038,2.017,0.035,0.057,0.4083,0.0032
A2R001Q01,90240,21/09/2005,8.258,48.436,2.044,0.032,0.057,0.4674,0.0032
A2R001Q01,90240,21/09/2005,8.205,47.483,2.046,0.033,0.061,0.5078,0.0034
A2R001Q01,90240,21/09/2005,8.061,50.031,1.981,0.036,0.049,0.5765,0.0027
A2R001Q01,90240,21/09/2005,8.164,45.866,2.012,0.035,0.02,0.4563,0.0011
A2R001Q01,90240,21/09/2005,7.992,44.775,1.781,0.046,0.146,0.5793,0.0081
A2R001Q01,90240,05/10/2005,8.036,49.72,1.948,0.048,0.02,0.4633,0.0011
A2R001Q01,90240,05/10/2005,8.109,47.21,1.948,0.024,0.02,0.5135,0.0011
A2R001Q01,90240,05/10/2005,8.228,46.113,1.958,0.042,0.02,0.558,0.0011
A2R001Q01,90240,05/10/2005,8.494,50.511,1.975,0.048,0.061,0.4787,0.0034
A2R001Q01,90240,05/10/2005,8.114,49.623,1.545,0.022,0.02,0.5036,0.0011
A2R001Q01,90240,05/10/2005,8.131,49.591,1.932,0.044,0.057,0.4819,0.0032
A2R001Q01,90240,05/10/2005,8.418,41.695,1.729,0.036,0.115,0.4841,0.0064
A2R001Q01,90240,05/10/2005,8.054,46.024,1.851,0.039,0.02,0.4927,0.0011
A2R001Q01,90240,19/10/2005,8.189,45.365,1.917,0.024,0.02,0.5667,0.0011
A2R001Q01,90240,19/10/2005,8.073,48.703,1.911,0.038,0.02,0.5135,0.0011
A2R001Q01,90240,19/10/2005,7.464,47.998,1.099,0.019,0.02,0.5245,0.0011
A2R001Q01,90240,19/10/2005,8.238,47.726,1.948,0.036,0.049,0.5054,0.0027
A2R001Q01,90240,19/10/2005,8.381,47.688,2.056,0.028,0.02,0.5024,0.0011
A2R001Q01,90240,19/10/2005,8.035,47.632,1.947,0.025,0.02,0.5118,0.0011
A2R001Q01,90240,19/10/2005,8.287,47.022,1.864,0.076,0.106,0.5583,0.0059
A2R001Q01,90240,19/10/2005,8.244,43.786,1.806,0.032,0.091,0.5304,0.0051
A2R001Q01,90240,02/11/2005,8.215,49.047,1.513,0.035,0.02,0.5492,0.0011
A2R001Q01,90240,02/11/2005,8.82,45.785,1.414,0.022,0.06,0.5118,0.0033
A2R001Q01,90240,02/11/2005,8.776,48.514,1.407,0.026,0.051,0.5188,0.0028
A2R001Q01,90240,02/11/2005,8.304,47.971,1.476,0.028,0.02,0.5209,0.0011
A2R001Q01,90240,02/11/2005,8.409,48.186,1.595,0.035,0.085,0.5092,0.0047
A2R001Q01,90240,02/11/2005,8.116,48.041,1.824,0.047,0.02,0.5253,0.0011
A2R001Q01,90240,02/11/2005,8.079,46.313,1.786,0.058,0.097,0.5033,0.0054
A2R001Q01,90240,02/11/2005,7.432,43.813,1.372,0.05,0.391,0.4916,0.0217
A2R001Q01,90240,16/11/2005,8.408,50.396,1.506,0.052,0.111,0.5839,0.0062
A2R001Q01,90240,16/11/2005,8.274,48.566,1.563,0.04,0.047,0.5239,0.0026
A2R001Q01,90240,16/11/2005,8.158,49.377,1.441,0.017,0.02,0.5883,0.0011
A2R001Q01,90240,16/11/2005,8.353,49.422,1.458,0.038,0.02,0.5485,0.0011
A2R001Q01,90240,16/11/2005,7.725,49.387,1.587,0.035,0.02,0.4722,0.0011
A2R001Q01,90240,16/11/2005,8.247,48.187,1.45,0.035,0.153,0.5437,0.0085
A2R001Q01,90240,16/11/2005,8.252,46.517,1.268,0.088,0.371,0.5065,0.0206
A2R001Q01,90240,16/11/2005,8.047,45.198,0.85,0.131,0.783,0.5246,0.0435
A2R001Q01,90240,01/12/2005,8.426,47.967,1.45,0.041,0.133,0.5515,0.0074
A2R001Q01,90240,01/12/2005,8.331,49.892,1.379,0.047,0.122,0.4923,0.0068
A2R001Q01,90240,01/12/2005,8.116,47.455,1.363,0.04,0.107,0.5563,0.0059
A2R001Q01,90240,01/12/2005,8.361,47.282,1.356,0.031,0.157,0.5195,0.0087
A2R001Q01,90240,01/12/2005,8.28,47.192,1.252,0.059,0.19,0.5154,0.0106
A2R001Q01,90240,01/12/2005,8.322,47.687,1.352,0.043,0.194,0.5431,0.0108
A2R001Q01,90240,01/12/2005,8.189,47.16,1.155,0.081,0.497,0.5476,0.0276
A2R001Q01,90240,01/12/2005,8.215,49.097,0.772,0.158,0.859,0.5013,0.0477
A2R001Q01,90240,14/12/2005,8.566,47.074,1.078,0.066,0.052,0.5355,0.0029
A2R001Q01,90240,14/12/2005,8.103,45.471,1.123,0.029,0.02,0.5126,0.0011
A2R001Q01,90240,14/12/2005,8.03,49.384,1.088,0.031,0.02,0.5148,0.0011
A2R001Q01,90240,14/12/2005,8.164,45.849,1.178,0.043,0.111,0.5161,0.0062
A2R001Q01,90240,14/12/2005,8.092,48.584,1.035,0.067,0.236,0.5784,0.0131
A2R001Q01,90240,14/12/2005,8.423,46.091,1.282,0.046,0.058,0.5184,0.0032
A2R001Q01,90240,14/12/2005,8.098,46.97,0.794,0.114,0.713,0.507,0.0396
A2R001Q01,90240,18/01/2006,8.854,46.512,0.04,0.042,0.052,0.5316,0.0029
A2R001Q01,90240,18/01/2006,8.673,44.514,0.04,0.045,0.02,0.5752,0.0011
A2R001Q01,90240,18/01/2006,9.236,45.147,0.04,0.033,0.044,0.5354,0.0024
A2R001Q01,90240,18/01/2006,9.211,44.872,0.04,0.034,0.02,0.5531,0.0011
A2R001Q01,90240,18/01/2006,8.787,44.637,0.39,0.044,0.089,0.5218,0.0049
A2R001Q01,90240,18/01/2006,7.838,41.356,0.967,0.101,0.189,0.4845,0.0105
A2R001Q01,90240,18/01/2006,8.277,40.081,0.678,0.143,0.741,0.4745,0.0412
A2R001Q01,90240,18/01/2006,7.997,37.268,0.604,0.14,0.946,0.4606,0.0526
A2R001Q01,90240,01/02/2006,8.917,41.089,0.3,0.047,0.02,0.6109,0.0011
A2R001Q01,90240,01/02/2006,8.941,42.139,0.278,0.042,0.02,0.5368,0.0011
A2R001Q01,90240,01/02/2006,8.56,41.197,0.294,0.054,0.02,0.4801,0.0011
A2R001Q01,90240,01/02/2006,7.799,41.169,0.259,0.048,0.02,0.4312,0.0011
A2R001Q01,90240,01/02/2006,7.543,41.047,0.145,0.053,0.02,0.4824,0.0011
A2R001Q01,90240,01/02/2006,7.467,38.604,0.236,0.052,0.02,0.4459,0.0011
A2R001Q01,90240,01/02/2006,7.523,37.657,0.408,0.158,0.66,0.4197,0.0367
A2R001Q01,90240,01/02/2006,8.018,36.43,0.213,0.164,1.357,0.4148,0.0754
A2R001Q01,90240,15/02/2006,8.709,38.579,0.286,0.052,0.047,0.5128,0.0026
A2R001Q01,90240,15/02/2006,7.416,41.623,0.04,0.925,11.527,0.4596,0.6404
A2R001Q01,90240,15/02/2006,8.195,39.226,0.248,0.146,0.11,0.456,0.0061
A2R001Q01,90240,15/02/2006,8.929,39.478,0.275,0.08,0.02,0.4599,0.0011
A2R001Q01,90240,15/02/2006,8.373,39.115,0.474,0.078,0.079,0.4604,0.0044
A2R001Q01,90240,15/02/2006,8.131,36.504,1.02,0.169,0.342,0.4193,0.019
A2R001Q01,90240,15/02/2006,7.936,35.111,0.574,0.178,0.764,0.4017,0.0424
A2R001Q01,90240,15/02/2006,7.862,31.251,0.695,0.197,1.102,0.3959,0.0612
A2R001Q01,90240,02/03/2006,8.236,37.036,0.234,0.143,0.097,0.4794,0.0054
A2R001Q01,90240,02/03/2006,8.944,38.136,0.226,0.151,0.02,0.4648,0.0011
A2R001Q01,90240,02/03/2006,8.694,36.539,0.241,0.124,0.063,0.4917,0.0035
A2R001Q01,90240,02/03/2006,8.916,36.653,0.266,0.142,0.041,0.4997,0.0023
A2R001Q01,90240,02/03/2006,8.979,36.18,0.285,0.106,0.02,0.4916,0.0011
A2R001Q01,90240,02/03/2006,7.953,34.142,0.675,0.186,0.472,0.4629,0.0262
A2R001Q01,90240,02/03/2006,7.968,32.844,0.432,0.226,0.953,0.4401,0.0529
A2R001Q01,90240,02/03/2006,7.98,32.982,0.271,0.226,1.584,0.362,0.088
A2R001Q01,90240,15/03/2006,7.399,35.086,0.04,0.063,0.02,0.4433,0.0011
A2R001Q01,90240,15/03/2006,8.255,35.286,0.8,0.13,0.02,0.4129,0.0011
A2R001Q01,90240,15/03/2006,7.973,32.618,0.915,0.165,0.104,0.4917,0.0058
A2R001Q01,90240,15/03/2006,7.727,32.49,0.85,0.097,0.047,0.4457,0.0026
A2R001Q01,90240,15/03/2006,7.988,33.205,0.722,0.102,0.02,0.4398,0.0011
A2R001Q01,90240,15/03/2006,7.645,32.389,0.977,0.18,0.063,0.4445,0.0035
A2R001Q01,90240,15/03/2006,7.598,32.619,1.189,0.183,0.377,0.4277,0.0209
A2R001Q01,90240,15/03/2006,7.498,35.562,1.414,0.215,0.535,0.4239,0.0297
A2R001Q01,90240,29/03/2006,7.972,38.022,1.148,0.153,0.02,0.5725,0.0011
A2R001Q01,90240,29/03/2006,8.013,34.433,1.151,0.165,0.043,0.5132,0.0024
A2R001Q01,90240,29/03/2006,8.136,34.361,0.715,0.094,0.02,0.4498,0.0011
A2R001Q01,90240,29/03/2006,8.076,34.162,1.217,0.194,0.098,0.45,0.0054
A2R001Q01,90240,29/03/2006,8.052,35.775,0.568,0.133,0.02,0.4578,0.0011
A2R001Q01,90240,29/03/2006,8.189,35.071,1.241,0.188,0.02,0.4474,0.0011
A2R001Q01,90240,29/03/2006,8.013,35.03,1.254,0.18,0.02,0.4567,0.0011
A2R001Q01,90240,29/03/2006,8.004,34.702,1.214,0.152,0.209,0.5423,0.0116
A2R001Q01,90240,12/04/2006,7.991,38.865,1.28,0.186,0.206,0.5537,0.0114
A2R001Q01,90240,12/04/2006,7.933,35.119,1.313,0.197,0.071,0.4432,0.0039
A2R001Q01,90240,12/04/2006,7.708,34.991,1.449,0.185,0.151,0.4585,0.0084
A2R001Q01,90240,12/04/2006,7.823,34.515,1.427,0.19,0.234,0.4498,0.013
A2R001Q01,90240,12/04/2006,7.816,34.484,1.528,0.19,0.169,0.4574,0.0094
A2R001Q01,90240,12/04/2006,7.694,34.55,1.415,0.17,0.088,0.4725,0.0049
A2R001Q01,90240,12/04/2006,7.855,35.22,1.322,0.185,0.25,0.433,0.0139
A2R001Q01,90240,26/04/2006,8.011,39.004,1.297,0.134,0.02,0.5189,0.0011
A2R001Q01,90240,26/04/2006,8.035,39.634,0.411,0.171,0.179,0.5012,0.0099
A2R001Q01,90240,26/04/2006,8.137,37.803,1.382,0.129,0.055,0.5663,0.0031
A2R001Q01,90240,26/04/2006,8.036,37.487,1.384,0.121,0.02,0.5736,0.0011
A2R001Q01,90240,26/04/2006,8.064,38.001,1.433,0.125,0.02,0.5691,0.0011
A2R001Q01,90240,26/04/2006,7.956,38.88,1.384,0.131,0.02,0.5659,0.0011
A2R001Q01,90240,26/04/2006,8.218,36.863,1.421,0.14,0.045,0.5533,0.0025
A2R001Q01,90240,26/04/2006,8.048,38.317,1.283,0.096,0.02,0.4818,0.0011
A2R001Q01,90240,10/05/2006,8.026,37.012,1.488,0.095,0.082,0.39,0.0046
A2R001Q01,90240,10/05/2006,8.222,38.929,1.416,0.123,0.063,0.4245,0.0035
A2R001Q01,90240,10/05/2006,8.152,40.38,1.567,0.103,0.074,0.4797,0.0041
A2R001Q01,90240,10/05/2006,7.982,37.004,1.477,0.105,0.084,0.4955,0.0047
A2R001Q01,90240,10/05/2006,8.13,40.816,1.475,0.098,0.069,0.4779,0.0038
A2R001Q01,90240,10/05/2006,7.975,36.775,1.515,0.103,0.095,0.5135,0.0053
A2R001Q01,90240,10/05/2006,7.929,36.423,1.355,0.094,0.105,0.5131,0.0058
A2R001Q01,90240,10/05/2006,7.983,36.354,1.545,0.108,0.086,0.5008,0.0048
A2R001Q01,90240,24/05/2006,8.228,37.438,1.402,0.115,0.086,0.4443,0.0048
A2R001Q01,90240,24/05/2006,7.968,37.678,1.472,0.115,0.088,0.5204,0.0049
A2R001Q01,90240,24/05/2006,8.138,39.584,1.402,0.15,0.02,0.4372,0.0011
A2R001Q01,90240,24/05/2006,8.158,38.666,1.434,0.114,0.109,0.5121,0.0061
A2R001Q01,90240,24/05/2006,7.922,40.378,1.326,0.06,0.02,0.4451,0.0011
A2R001Q01,90240,24/05/2006,8.032,36.978,1.486,0.112,0.099,0.5177,0.0055
A2R001Q01,90240,24/05/2006,8.357,39.877,1.497,0.1,0.074,0.6402,0.0041
A2R001Q01,90240,07/06/2006,8.188,36.479,1.163,0.075,0.088,0.4408,0.0049
A2R001Q01,90240,07/06/2006,8.211,36.011,1.413,0.057,0.082,0.4487,0.0046
A2R001Q01,90240,07/06/2006,8.194,34.825,1.388,0.142,0.076,0.4344,0.0042
A2R001Q01,90240,07/06/2006,8.255,35.488,1.413,0.065,0.08,0.4358,0.0044
A2R001Q01,90240,07/06/2006,8.287,36.22,1.421,0.065,0.078,0.4375,0.0043
A2R001Q01,90240,07/06/2006,8.163,35.725,1.412,0.056,0.089,0.4486,0.0049
A2R001Q01,90240,07/06/2006,8.141,37.385,1.676,0.077,0.159,0.4795,0.0088
A2R001Q01,90240,21/06/2006,8.2,40.632,1.448,0.059,0.02,0.5013,0.0011
A2R001Q01,90240,21/06/2006,8.404,40.654,1.528,0.071,0.058,0.5158,0.0032
A2R001Q01,90240,21/06/2006,8.318,41.534,1.517,0.078,0.071,0.5007,0.0039
A2R001Q01,90240,21/06/2006,8.324,39.431,1.547,0.064,0.09,0.4803,0.005
A2R001Q01,90240,21/06/2006,8.412,39.247,1.553,0.059,0.111,0.4839,0.0062
A2R001Q01,90240,21/06/2006,8.276,40.14,1.507,0.055,0.281,0.4837,0.0156
A2R001Q01,90240,21/06/2006,8.073,41.838,1.792,0.105,0.33,0.4932,0.0183
A2R001Q01,90240,03/07/2006,8.148,40.992,1.641,0.06,0.185,0.4909,0.0103
A2R001Q01,90240,05/07/2006,7.918,38.135,1.477,0.048,0.171,0.5059,0.0095
A2R001Q01,90240,05/07/2006,7.405,43.658,1.25,0.046,0.02,0.706,0.0011
A2R001Q01,90240,05/07/2006,8.211,40.156,1.663,0.065,0.187,0.4991,0.0104
A2R001Q01,90240,05/07/2006,8.106,40.711,1.653,0.057,0.194,0.4907,0.0108
A2R001Q01,90240,05/07/2006,8.025,39.428,1.657,0.057,0.208,0.4922,0.0116
A2R001Q01,90240,05/07/2006,8.157,40.886,1.739,0.076,0.228,0.5194,0.0127
A2R001Q01,90240,05/07/2006,8.027,42.696,1.823,0.08,0.194,0.4972,0.0108
A2R001Q01,90240,19/07/2006,8.293,38.902,1.438,0.042,0.02,0.5212,0.0011
A2R001Q01,90240,19/07/2006,8.237,41.279,1.455,0.159,0.02,0.6275,0.0011
A2R001Q01,90240,19/07/2006,8.031,43.029,1.45,0.038,0.02,0.4839,0.0011
A2R001Q01,90240,19/07/2006,8.187,41.24,1.477,0.039,0.02,0.4885,0.0011
A2R001Q01,90240,19/07/2006,8.237,41.381,1.565,0.042,0.046,0.4904,0.0026
A2R001Q01,90240,19/07/2006,8.14,41.611,1.678,0.046,0.105,0.4953,0.0058
A2R001Q01,90240,19/07/2006,8.087,41.129,1.787,0.055,0.247,0.4807,0.0137
A2R001Q01,90240,02/08/2006,8.092,41.078,1.615,0.068,0.227,0.5098,0.0126
A2R001Q01,90240,02/08/2006,8.159,39.74,1.587,0.066,0.202,0.516,0.0112
A2R001Q01,90240,02/08/2006,8.206,40.401,1.6,0.07,0.188,0.5288,0.0104
A2R001Q01,90240,02/08/2006,8.233,43.082,1.617,0.066,0.215,0.4681,0.0119
A2R001Q01,90240,02/08/2006,8.156,41.287,1.566,0.064,0.196,0.4753,0.0109
A2R001Q01,90240,02/08/2006,8.17,41.255,1.574,0.067,0.234,0.4758,0.013
A2R001Q01,90240,02/08/2006,8.187,43.438,1.593,0.069,0.278,0.5501,0.0154
A2R001Q01,90240,16/08/2006,7.917,40.793,1.664,0.089,0.328,0.5116,0.0182
A2R001Q01,90240,16/08/2006,7.95,39.198,1.721,0.109,0.379,0.5456,0.0211
A2R001Q01,90240,16/08/2006,7.997,41.797,1.685,0.097,0.372,0.4901,0.0207
A2R001Q01,90240,16/08/2006,7.982,40.627,1.68,0.093,0.371,0.5011,0.0206
A2R001Q01,90240,16/08/2006,7.882,39.26,1.745,0.098,0.372,0.5005,0.0207
A2R001Q01,90240,16/08/2006,8.014,39.807,1.694,0.093,0.363,0.4974,0.0202
A2R001Q01,90240,16/08/2006,7.442,42.191,1.677,0.076,0.239,0.5057,0.0133
A2R001Q01,90240,30/08/2006,8.084,42.851,1.832,0.134,0.409,0.4765,0.0227
A2R001Q01,90240,30/08/2006,8.05,41.551,1.852,0.127,0.416,0.4709,0.0231
A2R001Q01,90240,30/08/2006,8.009,41.267,1.848,0.148,0.417,0.4546,0.0232
A2R001Q01,90240,30/08/2006,8.123,40.819,1.844,0.139,0.422,0.4736,0.0234
A2R001Q01,90240,30/08/2006,8.156,40.487,1.877,0.148,0.444,0.4688,0.0247
A2R001Q01,90240,30/08/2006,8.208,40.529,1.889,0.158,0.435,0.4686,0.0242
A2R001Q01,90240,30/08/2006,8.086,44.133,1.745,0.146,0.609,0.5311,0.0338
A2R001Q01,90240,13/09/2006,7.844,42.807,2.145,0.259,0.291,0.6028,0.0162
A2R001Q01,90240,13/09/2006,8.306,44.93,2.203,0.24,0.259,0.5154,0.0144
A2R001Q01,90240,13/09/2006,8.445,43.164,2.235,0.26,0.265,0.5009,0.0147
A2R001Q01,90240,13/09/2006,8.248,38.814,2.255,0.251,0.264,0.4227,0.0147
A2R001Q01,90240,13/09/2006,8.374,42.996,2.156,0.224,0.27,0.5047,0.015
A2R001Q01,90240,13/09/2006,8.327,41.952,2.033,0.188,0.332,0.5089,0.0184
A2R001Q01,90240,13/09/2006,8.276,44.008,1.946,0.176,0.441,0.4929,0.0245
A2R001Q01,90240,13/09/2006,8.184,38.509,1.922,0.177,0.518,0.4643,0.0288
A2R001Q01,90240,28/09/2006,8.374,43.993,2.158,0.308,0.059,0.5364,0.0033
A2R001Q01,90240,28/09/2006,8.393,45.274,2.219,0.284,0.203,0.6179,0.0113
A2R001Q01,90240,28/09/2006,8.377,44.424,2.258,0.325,0.218,0.5423,0.0121
A2R001Q01,90240,28/09/2006,8.352,45.021,2.236,0.316,0.224,0.4959,0.0124
A2R001Q01,90240,28/09/2006,8.343,44.456,2.161,0.294,0.234,0.4898,0.013
A2R001Q01,90240,28/09/2006,8.272,43.756,2.015,0.256,0.382,0.5794,0.0212
A2R001Q01,90240,28/09/2006,8.294,43.425,1.833,0.218,0.543,0.5352,0.0302
A2R001Q01,90240,28/09/2006,8.317,43.246,1.78,0.193,0.603,0.5289,0.0335
A2R001Q01,90240,11/10/2006,8.177,42.831,2.158,0.273,0.133,0.532,0.0074
A2R001Q01,90240,11/10/2006,8.046,45.886,2.284,0.283,0.17,0.5397,0.0094
A2R001Q01,90240,11/10/2006,7.97,43.912,2.156,0.285,0.201,0.5532,0.0112
A2R001Q01,90240,11/10/2006,8.227,43.055,1.975,0.236,0.336,0.529,0.0187
A2R001Q01,90240,11/10/2006,8.184,41.523,1.865,0.22,0.633,0.4974,0.0352
A2R001Q01,90240,11/10/2006,8.152,43.172,1.764,0.216,0.705,0.4943,0.0392
A2R001Q01,90240,11/10/2006,8.424,42.489,2.188,0.274,0.159,0.4861,0.0088
A2R001Q01,90240,25/10/2006,9.078,44.803,2.069,0.27,0.052,0.4443,0.0029
A2R001Q01,90240,25/10/2006,9.147,46.491,1.996,0.275,0.085,0.5167,0.0047
A2R001Q01,90240,25/10/2006,9.188,43.371,2.039,0.272,0.059,0.4904,0.0033
A2R001Q01,90240,25/10/2006,9.13,43.674,2.036,0.265,0.045,0.4997,0.0025
A2R001Q01,90240,25/10/2006,8.819,44.466,2.292,0.33,0.074,0.4803,0.0041
A2R001Q01,90240,25/10/2006,8.344,42.727,2.473,0.295,0.061,0.5296,0.0034
A2R001Q01,90240,25/10/2006,8.134,40.99,1.898,0.253,0.529,0.5218,0.0294
A2R001Q01,90240,25/10/2006,8.254,42.926,1.55,0.263,0.887,0.5204,0.0493
A2R001Q01,90240,08/11/2006,8.033,47.574,2.03,0.464,0.111,0.6738,0.0062
A2R001Q01,90240,08/11/2006,7.298,48.907,0.04,2.813,8.123,0.7341,0.4513
A2R001Q01,90240,08/11/2006,8.088,47.093,2.096,0.55,0.066,0.5634,0.0037
A2R001Q01,90240,08/11/2006,8.347,45.321,2.202,0.374,0.109,0.5643,0.0061
A2R001Q01,90240,08/11/2006,8.359,45.907,2.078,0.297,0.192,0.5815,0.0107
A2R001Q01,90240,08/11/2006,8.033,43.357,2.082,0.32,0.322,0.5245,0.0179
A2R001Q01,90240,08/11/2006,8.24,45.505,2.057,0.325,0.262,0.5119,0.0146
A2R001Q01,90240,08/11/2006,7.901,44.438,1.25,0.279,1.014,0.5662,0.0563
A2R001Q01,90240,22/11/2006,8.563,39.997,1.858,0.209,0.02,0.5044,0.0011
A2R001Q01,90240,22/11/2006,7.89,50.703,1.941,1.029,1.988,0.5699,0.1104
A2R001Q01,90240,22/11/2006,8.717,42.53,1.87,0.22,0.041,0.5276,0.0023
A2R001Q01,90240,22/11/2006,8.82,42.641,1.891,0.234,0.061,0.533,0.0034
A2R001Q01,90240,22/11/2006,8.606,44.339,2.005,0.238,0.065,0.5446,0.0036
A2R001Q01,90240,22/11/2006,8.231,42.533,2.254,0.294,0.299,0.5268,0.0166
A2R001Q01,90240,22/11/2006,8.548,44.607,0.921,0.365,1.02,0.5211,0.0567
A2R001Q01,90240,06/12/2006,9.039,44.1,1.492,0.228,0.02,0.5085,0.0011
A2R001Q01,90240,06/12/2006,9.045,41.395,1.643,0.262,0.02,0.5688,0.0011
A2R001Q01,90240,06/12/2006,9.06,45.241,1.497,0.265,0.02,0.5247,0.0011
A2R001Q01,90240,06/12/2006,9.024,45.053,1.562,0.262,0.02,0.5031,0.0011
A2R001Q01,90240,06/12/2006,8.965,45.503,1.572,0.265,0.044,0.5089,0.0024
A2R001Q01,90240,06/12/2006,8.373,43.788,1.957,0.325,0.187,0.4909,0.0104
A2R001Q01,90240,06/12/2006,8.126,42.648,1.286,0.385,0.798,0.4947,0.0443
A2R001Q01,90240,06/12/2006,8.27,40.781,1.057,0.397,1.158,0.479,0.0643
A2R001Q01,90240,20/12/2006,9.177,43.249,1.016,0.247,0.106,0.5081,0.0059
A2R001Q01,90240,20/12/2006,9.269,45.583,0.967,0.257,0.02,0.5527,0.0011
A2R001Q01,90240,20/12/2006,9.405,40.388,0.976,0.262,0.02,0.5617,0.0011
A2R001Q01,90240,20/12/2006,9.139,45.43,0.956,0.296,0.127,0.4146,0.0071
A2R001Q01,90240,20/12/2006,9.143,43.878,0.97,0.311,0.121,0.4335,0.0067
A2R001Q01,90240,20/12/2006,8.966,40.201,1.259,0.298,0.221,0.5203,0.0123
A2R001Q01,90240,20/12/2006,6.975,41.762,0.645,0.468,1.563,0.3949,0.0868
A2R001Q01,90240,20/12/2006,7.986,40.709,1.013,0.398,0.997,0.4433,0.0554
A2R001Q01,90240,04/01/2007,8.995,40.947,0.425,0.308,0.068,0.4434,0.0038
A2R001Q01,90240,04/01/2007,9.279,42.637,0.428,0.281,0.065,0.5556,0.0036
A2R001Q01,90240,04/01/2007,9.646,42.844,0.475,0.293,0.168,0.4663,0.0093
A2R001Q01,90240,04/01/2007,9.495,41.614,0.452,0.26,0.127,0.483,0.0071
A2R001Q01,90240,04/01/2007,9.21,43.245,0.703,0.271,0.055,0.4409,0.0031
A2R001Q01,90240,04/01/2007,8.886,43.906,1.112,0.318,0.066,0.4478,0.0037
A2R001Q01,90240,04/01/2007,8.275,44.129,0.438,0.435,1.472,0.4716,0.0818
A2R001Q01,90240,04/01/2007,8.189,44.744,0.352,0.489,1.905,0.4741,0.1058
A2R001Q01,90240,13/01/2007,9.494,44.075,0.318,0.268,0.233,0.3821,0.0129
A2R001Q01,90240,17/01/2007,9.012,44.804,0.272,0.277,0.058,0.4811,0.0032
A2R001Q01,90240,17/01/2007,8.713,43.105,0.271,0.263,0.117,0.402,0.0065
A2R001Q01,90240,31/01/2007,9.3,44.145,0.295,0.282,0.178,0.4191,0.0099
A2R001Q01,90240,31/01/2007,8.897,46.247,0.259,0.448,0.489,0.6196,0.0272
A2R001Q01,90240,31/01/2007,9.4,44.797,0.246,0.261,0.181,0.3827,0.0101
A2R001Q01,90240,31/01/2007,9.378,45.222,0.341,0.285,0.196,0.3896,0.0109
A2R001Q01,90240,31/01/2007,8.74,47.169,0.935,0.452,0.36,0.4185,0.02
A2R001Q01,90240,31/01/2007,8.491,44.302,0.817,0.45,0.606,0.3828,0.0337
A2R001Q01,90240,31/01/2007,8.06,44.182,0.142,0.499,1.878,0.4045,0.1043
A2R001Q01,90240,14/02/2007,8.059,51.947,0.278,1.453,9.09,0.7594,0.505
A2R001Q01,90240,14/02/2007,8.056,50.036,0.199,0.307,1.973,0.8095,0.1096
A2R001Q01,90240,14/02/2007,8.127,50.279,0.325,0.499,0.472,0.5379,0.0262
A2R001Q01,90240,14/02/2007,8.66,45.933,0.325,0.258,0.062,0.4971,0.0034
A2R001Q01,90240,14/02/2007,8.134,45.91,0.04,0.499,2.355,0.433,0.1308
A2R001Q01,90240,14/02/2007,9.094,48.638,0.358,0.261,0.087,0.4468,0.0048
A2R001Q01,90240,14/02/2007,8.892,47.517,0.461,0.253,0.124,0.5235,0.0069
A2R001Q01,90240,14/02/2007,8.262,46.915,0.361,0.454,0.952,0.4109,0.0529
A2R001Q01,90240,28/02/2007,8.732,47.579,0.04,0.227,0.077,0.4785,0.0043
A2R001Q01,90240,28/02/2007,9.301,46.656,0.102,0.469,0.257,0.4373,0.0143
A2R001Q01,90240,28/02/2007,9.414,47.178,0.09,0.307,0.161,0.4574,0.0089
A2R001Q01,90240,28/02/2007,9.192,47.93,0.105,0.225,0.119,0.4155,0.0066
A2R001Q01,90240,28/02/2007,8.695,46.821,0.237,0.212,0.239,0.5195,0.0133
